id|name|artists|danceability|energy|key|instrumentalness|duration_ms
5Ohxk2dO5COHF1krpoPig|Sign of the Times|Harry Styles|0.516|0.595|5.0|0.0|340707.0
6gBFPUFcJLzWGx4lenP6h|goosebumps|Travis Scott|0.841|0.728|7.0|0.0|243837.0
5Z3GHaZ6ec9bsiI5Benrb|Young Dumb & Broke|Khalid|0.7979999999999999|0.539|1.0|1.66e-05|202547.0
6jA8HL9i4QGzsj6fjoxp8|There for You|Martin Garrix|0.611|0.644|6.0|0.0|221904.0
21TdkDRXuAB3k90ujRU1e|Cold (feat. Future)|Maroon 5|0.6970000000000001|0.716|9.0|0.0|234308.0
7vGuf3Y35N4wmASOKLUVV|Silence|Marshmello|0.52|0.7609999999999999|4.0|4.96e-06|180823.0
1mXVgsBdtIVeCLJnSnmtd|Too Good At Goodbyes|Sam Smith|0.698|0.375|5.0|0.0|201000.0
3EmmCZoqpWOTY1g2GBwJo|Just Hold On|Steve Aoki|0.647|0.932|11.0|1.5e-06|198774.0
6uFsE1JgZ20EXyU0JQZbU|Look What You Made Me Do|Taylor Swift|0.773|0.68|9.0|1.57e-05|211859.0
0CokSRCu5hZgPxcZBaEzV|Glorious (feat. Skylar Grey)|Macklemore|0.731|0.794|0.0|2.59e-05|220454.0
6875MeXyCW0wLyT72Eetm|Starving|Hailee Steinfeld|0.721|0.626|4.0|0.0|181933.0
3AEZUABDXNtecAOSC1qTf|Reggaetón Lento (Bailemos)|CNCO|0.7609999999999999|0.838|4.0|0.0|222560.0
3E2Zh20GDCR9B1EYjfXWy|Weak|AJR|0.6729999999999999|0.637|5.0|0.0|201160.0
4pLwZjInHj3SimIyN9SnO|Side To Side|Ariana Grande|0.648|0.738|6.0|0.0|226160.0
3QwBODjSEzelZyVjxPOHd|Otra Vez (feat. J Balvin)|Zion & Lennox|0.8320000000000001|0.772|10.0|0.00048600000000000005|209453.0
1wjzFQodRWrPcQ0AnYnvQ|I Like Me Better|Lauv|0.752|0.505|9.0|2.55e-06|197437.0
04DwTuZ2VBdJCCC5TROn7|In the Name of Love|Martin Garrix|0.49|0.485|4.0|0.0|195840.0
6DNtNfH8hXkqOX1sjqmI7|Cold Water (feat. Justin Bieber & MØ)|Major Lazer|0.608|0.7979999999999999|6.0|0.0|185352.0
1UZOjK1BwmwWU14Erba9C|Malibu|Miley Cyrus|0.573|0.7809999999999999|8.0|2.64e-05|231907.0
4b4KcovePX8Ke2cLIQTLM|All Night|The Vamps|0.544|0.809|8.0|0.0|197640.0
1a5Yu5L18qNxVhXx38njO|Hear Me Now|Alok|0.789|0.442|11.0|0.00366|192846.0
4c2W3VKsOFoIg2SFaO6DY|Your Song|Rita Ora|0.855|0.624|1.0|0.0|180757.0
22eADXu8DfOAUEDw4vU8q|Ahora Dice|Chris Jeday|0.708|0.693|6.0|0.0|271080.0
7nZmah2llfvLDiUjm0kiy|Friends (with BloodPop®)|Justin Bieber|0.7440000000000001|0.7390000000000001|8.0|0.0|189467.0
2fQrGHiQOvpL9UgPvtYy6|Bank Account|21 Savage|0.884|0.34600000000000003|8.0|7.04e-06|220307.0
1PSBzsahR2AKwLJgx8ehB|Bad Things (with Camila Cabello)|Machine Gun Kelly|0.675|0.69|2.0|0.0|239293.0
0QsvXIfqM0zZoerQfsI9l|Don't Let Me Down|The Chainsmokers|0.542|0.8590000000000001|11.0|0.00466|208053.0
7mldq42yDuxiUNn08nvzH|Body Like A Back Road|Sam Hunt|0.731|0.469|5.0|1.04e-06|165387.0
7i2DJ88J7jQ8K7zqFX2fW|Now Or Never|Halsey|0.6579999999999999|0.588|6.0|1.28e-06|214802.0
1j4kHkkpqZRBwE0A4CN4Y|Dusk Till Dawn - Radio Edit|ZAYN|0.258|0.43700000000000006|11.0|1.27e-06|239000.0
