ID,name,main_category,backers,usd_pledged_real,usd_goal_real
1396565190,Lewt Ninja: The Card Game by Grunt Games LLC,Games,60,16955.0,80000.0
1452500654,Interactive Breastfeeding Documentary,Film & Video,117,12058.3,210000.0
742079260,Pride and Prejudice Illustrated by Janet Lee,Publishing,352,21008.0,20000.0
1005103612,Duo: A DIY twin lens reflex camera for instant film,Design,115,19711.0,10000.0
828145492,Mewshroom the Fungapuss - a cute cat mushroom plush toy!,Crafts,312,14621.0,6000.0
200301445,The Terah Project: Steampunk for Pathfinder Role-Playing,Games,264,14145.78,7500.0
1570065938,STRIPTASTIC!,Comics,695,29392.55,20000.0
1503132958,Ariel Rubin - Big Spoon EP and Music Video,Music,168,15056.15,15000.0
1159097946,GROWN the web series,Film & Video,208,16210.0,14500.0
2099904932,Positively Beautiful The Movie,Film & Video,227,16945.03,15000.0
1209889360,We are recording our countries Heroes. So few left.,Music,42,10832.0,10500.0
522917146,Day2Night - Convertible High Heel Shoes,Design,121,16506.0,15000.0
1261483865,"Mexxenger - high tech, modular messenger bag",Design,469,99004.0,30000.0
1089701227,TALENTS: a web series,Film & Video,233,23840.0,20000.0
1875464702,Customized Wooden Pens,Design,106,14254.0,4000.0
1069788767,States - 2nd Full Length Album!,Music,530,21248.0,18000.0
828159122,Descalza: Latino Inspired Fashion,Fashion,269,21355.0,20000.0
823772473,"Amanda Palmer: The new RECORD, ART BOOK, and TOUR",Music,24883,1192793.11,100000.0
1048522248,"Public Health, Private Pain (Canceled)",Film & Video,124,11396.0,50000.0
26952021,Keep Mitchell's Chocolates Open,Food,201,62893.0,60000.0
1883540581,Maybe Capital,Games,182,11363.86,9999.0
1311392420,Mountain Home Farm: Grow an All Grass Dairy Farm!,Food,130,10017.31,10000.0
317869604,Sea Breeze Lane Hardcover Graphic Novel,Comics,225,11216.0,10000.0
1270235466,The Nor'easters: 6th Studio Album,Music,205,16498.4,16000.0
989003489,Seacoast Sweets,Food,183,43471.0,37500.0
419862700,Sara Hickman's Texas Music Project to Save Arts Education!,Music,187,11526.22,10000.0
843730478,Dreamwell,Games,1586,69466.22,30000.0
1844346952,Taco Bike,Food,142,10617.0,10000.0
895577332,Other People,Film & Video,58,10630.0,10000.0
1862343641,Bella & Lily Debut Album,Music,113,10253.0,10000.0
523897086,Fritz Pastry,Food,75,11000.0,10000.0
404222650,"Look, Cook, and Eat",Food,363,46555.0,45000.0
970055829,Aluminum & Bamboo Bicycle,Design,186,102065.0,50000.0
1739771604,FIVE,Comics,199,20731.33,15000.0
1911017153,"Dash Electric: The modular, future-proof electric longboard",Design,29,13004.0,100000.0
816928624,Hell's Kitchen Hot Sauce - NYC,Food,222,20212.0,19560.0
103714657,UnHoly #1,Comics,291,27982.99,5800.0
417956974,Danny Dukes Debut Album: Long Time Coming,Music,179,16285.0,15000.0
1895495811,Berlin Brewing Company,Food,195,19101.42,17000.0
1445885736,We Live in an Amazing Place - A Children's Book,Publishing,180,10152.0,7500.0
419148843,Marvin Booker Was Murdered,Film & Video,113,12340.0,12000.0
1582289289,Baby's On Fire,Food,150,10900.67,10000.0
628529064,Space Monkey: Taking the cloud out of the datacenter,Technology,2989,349625.99,100000.0
1361996632,Jones & Fischer - 2015 #LetsGetRowdy USA Tour,Music,21,20005.0,20000.0
1870820362,Like Blood From A Cheap Cigar : Edinburgh Fringe Festival,Theater,220,17275.0,16000.0
2011436662,Fit Cage,Technology,18,15010.0,15000.0
1354698915,Avalon Lords - Redefining the MMORTS,Games,277,43017.99,150000.0
1264567674,CLEAN CAUSE WATER - 50% PROFITS SUPPORT ADDICTION RECOVERY,Food,109,39221.0,100000.0
933822351,GOLIATH,Publishing,56,14691.0,10000.0
936375169,"2 Guitars, Bass&Drums-The History of the Dondero Pop Concert",Publishing,227,17856.0,14500.0
398607838,Life as a Mermaid - Season 2,Film & Video,108,10268.66,10000.0
878894730,"Drakerys, the miniature game",Games,758,180318.0,35000.0
335235486,"Magicka Mayhem: The Card Game of Elements, Spells & MAYHEM!",Games,882,29418.34,2500.0
1352411682,Adaptive Rowing Documentary,Film & Video,119,10256.0,10000.0
1668976298,Peruvian Stupa of Reconciliation,Design,93,29515.7,25000.0
1687102838,Switch: The SINGLE lamp that meets ALL your lighting needs,Design,317,24398.0,20000.0
2103868211,The Chronicles of FARO -- Volume 1,Comics,222,12380.0,6000.0
1107371369,Salare Restaurant,Food,218,26265.0,20000.0
1406735172,"""That Way Madness Lies...""",Film & Video,169,39020.0,35000.0
78012434,VENE AI's brand launch  & runway debut at LA Fashion Week,Fashion,64,18875.0,18000.0
2024127486,"""I AM ENOUGH"" & SO ARE YOU // Heather Mae is back.",Music,307,18062.0,15000.0
63702546,Stress Free Great Tool for Breadboard:Wire Stripping Gauge!!,Technology,1091,42858.5,8000.0
1502150702,Luxor 2 - The Flashlight Perfected,Technology,2779,296211.0,25000.0
1566771863,"""The Greatest Pants Ever""",Fashion,1364,235965.0,12500.0
106875763,Maraschino Video Series,Technology,45,31382.0,4000.0
1248381102,Ari Herstand Wants You To Help Build The Loop,Music,222,13544.33,12000.0
1824679454,The Humble Velocipede,Design,603,57669.75,10000.0
588765408,CALAVERAS DE AZÚCAR Playing Cards,Games,344,17516.99,13333.0
899219681,Adorable Monsters,Games,417,12658.0,10000.0
457382649,Alex & Ash,Film & Video,309,33855.27,32000.0
1169561744,I AM AN ARTS LOVER,Art,133,18283.0,17000.0
589280174,The Lost Films of Herschell Gordon Lewis Restoration Project,Film & Video,158,11410.53,10000.0
1437275350,Ascended Kings® Tabletop Board Game & Graphic Novel,Games,111,20196.0,50000.0
1721012649,Sway: A Game of Debate & Silver Linings,Games,128,15102.11,15000.0
512597672,Guild Masters,Games,464,24688.0,30000.0
82963029,Success Dice,Design,149,18605.0,17500.0
877363598,EMOKI: Animal Ears You Control With Your Mind! (Canceled),Fashion,149,14623.0,35000.0
1952454665,The Orbit Deck,Games,185,12027.0,10000.0
486639407,Adventure through the Amazon River (Canceled),Film & Video,58,20846.0,475000.0
1308710137,a reGeneration   (a unique documentary from leave it better),Film & Video,171,28249.0,27000.0
476512170,"PiDrive: Low-power, mSATA SSD for the Raspberry Pi",Technology,707,49321.0,10000.0
1911744020,Preserving Indian Culture Through Children’s Books,Publishing,339,16385.0,15000.0
1022759943,Mirari Brass is Recording a New CD!,Music,98,11682.0,10000.0
191755763,Nikki Lerner is recording her first full-length CD!,Music,130,10625.0,10000.0
105290108,Recreation: Organic Hand Printed Clothes from California,Fashion,44,18462.0,18000.0
536926417,My American Education: Students Talk About Public School,Journalism,131,36320.0,36000.0
1170443913,The Key Armory: Part II - SWORD SHAPED KEYS FOR YOUR HOME,Design,1028,32021.01,10000.0
1345901115,Veil - The Future of Modest Sportswear,Fashion,373,30701.0,26000.0
1384974462,Westerly Reboot,Games,365,24790.0,40000.0
1640465545,RemoFinger: Wireless Foot Controller for iPad Musicians,Technology,135,31770.0,30000.0
546292356,MEL-isodes & EL-isodes. ,Film & Video,136,11150.0,10000.0
1463477541,Tiny Barbarian DX,Games,976,15457.59,12000.0
816740922,Picture Catahoula,Photography,203,18171.0,10000.0
271917592,Reveal the Path: A Documentary Film,Film & Video,248,21097.0,10000.0
35439592,RX Bitters Co. - Completing Cocktails One Dash At A Time!,Food,205,13424.0,8000.0
687446620,The Perfect Beer Drinking Vessel and Private Keg!,Design,1959,236772.0,30000.0
994899115,FINDING KAI - a documentary feature,Film & Video,267,38989.0,61500.0
1611674936,Zero Fucks Given COIN!,Design,493,10701.0,2000.0
230266265,Into The Great White Sands,Photography,75,15530.0,10000.0
1206900560,"BattleBuddy FitCase,Magnetic,Retracting,Versatile Sport Case",Design,137,11433.98,10000.0
1191839503,Tom Rush’s Grand Finale to his 50th Year On Stage,Music,533,140984.0,100000.0
240828883,Roomful of Teeth makes debut album,Music,238,14405.0,10000.0
1987133000,Peeve's Local Market - A Place for Fresno-area Food Artisans,Food,233,19958.0,18500.0
1324688381,Morocco: Masterfully Monopolize the Moroccan Marketplace!,Games,337,17429.0,15000.0
682884785,"BigSound 15W Portable Bluetooth Speaker for iPhone, Android",Technology,452,22017.0,15000.0
1657456260,Innovation Center: Our Makerspace,Technology,49,16615.0,15000.0
1934460230,Passing Harold Blumenthal - Feature Film,Film & Video,183,50817.0,50000.0
1557488086,Ride On Air With The New Kuhl Ride Inflatable Bicycle Seat,Technology,96,11344.0,50000.0
1365836829,Odd Otter Brewing Company Startup,Food,287,19396.36,15000.0
1989291264,The Berel Alexander Ensemble - Taking It On The Road,Music,142,21267.0,21000.0
1888648033,Period Piece Season Two,Film & Video,125,20570.0,20000.0
62027573,NEW Brian Shilts & The High Country River Drinkers ALBUM!!!,Music,91,11065.0,10900.0
2017581886,The Presidential Suite Recording Project,Music,79,29990.0,26333.0
176506421,Pi Pie Pans: The Geekiest Way to Bake a Pie,Design,741,17542.84,2000.0
1504448482,Z-Arm: Affordable Collaborative Robotic Arm for Every Maker,Technology,59,116530.11,100000.0
1402196347,LOVE SCULPTURE / BURNING MAN 2017,Art,51,30196.0,30000.0
180768330,Backstage Drama,Film & Video,211,12825.0,10000.0
1759681844,Hand of Glory: Modular Magnetic Gaming Miniatures,Games,1375,155736.0,10000.0
814814858,Gameduino: an Arduino game adapter,Technology,471,38297.77,3333.33
727317386,"Hip Chixs - a sexy, premium denim to wear year round",Fashion,166,19579.0,50000.0
1177794641,Love Wins- A Powerful Archive of LGBTQ Love Stories,Photography,176,12450.0,25000.0
326223228,Dungeon Crawl Classics Scratch-Off Holiday Module,Games,751,17788.0,2000.0
1836584265,Bexar Stage: Build An Improv Theatre In San Antonio TX!,Theater,146,14745.0,14000.0
1264966864,Pipes & Sticks on Route 66,Film & Video,186,21832.0,66000.0
125354697,"Kelly McGrath Music, New Album 2015!",Music,118,10527.0,10000.0
921062869,iMoov | The Ultimate Ultraportable Device Stand,Technology,866,81690.0,50000.0
298118471,Brewer's Passport - Craft Beer & Travel Pocket Journal,Design,439,12874.0,8500.0
568102821,Horrors of War: A Covenant With Death,Games,525,26823.0,16000.0
779862598,Akounak: The feature film of a Tuareg guitarist in Agadez,Film & Video,536,17898.65,12000.0
674655057,Falk School WonderLab,Technology,220,35734.0,12000.0
2060237136,Magic of Legends,Games,251,27084.0,30000.0
1057451401,MagBak Case: World's thinnest car mount.,Design,3594,206450.0,15000.0
906418182,Written Images,Art,186,33221.02,10000.0
1448932896,4CHAMBERS on Governors Island /Jody Oberfelder Dance Project,Dance,89,11313.0,10000.0
774607707,Help The Vim Dicta Make Their Debut Album!,Music,36,10078.0,7500.0
1778659113,Funville Adventures! A math-inspired children's book,Publishing,610,21279.0,8000.0
1498813106,Sketch: A Short Film About Snap Judgments,Film & Video,152,16310.0,12500.0
340484818,"The Palette Project - Losing My Sight, But Seeing The World",Film & Video,136,18943.0,18846.0
1283862822,Harvest Coffee & Cafe: Support Community Focused Food,Food,93,12760.0,10000.0
1638207706,P-LOCKS: Theft Deterrent Anchoring System & Tie-Down,Design,65,10811.87,10000.0
448631570,Storms in the Desert: Part I,Music,86,15561.0,25000.0
1135387466,Ubi - The Ubiquitous Computer - Voice-Activated & Always On,Technology,1190,229594.72,36000.0
884412895,The Hive: Making a Makerspace,Crafts,209,32844.0,47000.0
1105297177,Cast Recording for The Lockout: a Musical,Theater,191,10495.0,10000.0
1102508624,Help ACKLEN Make A Record with Andy Hunt,Music,99,13170.84,13000.0
1399337807,"""Nothing Special"" Starring Karen Black and Barbara Bain",Film & Video,147,32003.0,30000.0
1208213057,Modular LED Lighting Kits - By PoweredPlay Gaming,Games,208,27126.0,8000.0
803136317,Handy Kee - Most Useful Titanium Multi-Tool Key,Design,382,11475.0,2000.0
974584377,HEART: Flatline to Finish Line,Film & Video,163,22037.2,20000.0
1254039313,Millennium Dance Complex Orange County- Dance & Save a Life,Art,67,22740.0,50000.0
131339128,WAS,Film & Video,81,11015.0,9985.0
1176482851,TREVOR HALL presents... The Fruitful Darkness,Music,2254,137570.93,108.0
1150669068,Grant Farm - Kiss the Ground Album,Music,124,13107.0,12500.0
145395733,Skies of Fire,Comics,525,14910.37,4500.0
776360702,"Voltaire: A portable, freshness-sensing coffee grinder",Design,1284,150241.14,100000.0
835242044,Ethos Trattoria,Food,176,40717.0,50000.0
1999044670,Rebirth Leads To Revitalization,Art,66,10460.0,50000.0
311929056,"BLACK IDOL, Volume 1",Comics,168,10856.0,40000.0
97759725,Brief.,Film & Video,280,29293.99,27650.0
269376822,Bangarang : A Short Film About Rufio Before Hook,Film & Video,1476,68790.0,30000.0
1115335533,Enduring the Night: Stories by former girl soldiers,Publishing,173,17030.0,15000.0
323174365,NIGHT OF THE LIVING VIDIOTS,Comics,504,22407.84,15000.0
1801724721,the mc chris cartoon,Film & Video,1183,71856.31,55000.0
1010707519,7 art shows by 7 emerging curators,Art,114,21441.0,21000.0
876262082,Choice Chamber,Games,821,35612.57,30000.0
1498879510,Mercyland: Hymns For The Rest Of Us,Music,706,37205.66,5000.0
1416287673,Steampunked Time Machine - The Mad Scientist's Card Game,Games,250,13132.01,2000.0
134745101,"HELIO: Incredible Brightness, Ultra Lightness.",Design,1225,68033.0,10000.0
1289892447,• Greenfinit •,Design,98,19115.0,70000.0
502128093,Electric Objects: A Computer Made for Art,Technology,2246,787612.73,25000.0
536238949,What Child Is This - The Movie,Film & Video,176,30031.0,29500.0
1529827571,Nine Pound Shadow - Our Debut Album!,Music,169,18301.0,12000.0
1554862701,"Asphalt Orchestra Re-Imagines The Pixies' ""Surfer Rosa""",Music,199,12090.25,12000.0
602689406,P. Craig Russell's Guide to Graphic Storytelling Volume 4,Comics,143,15046.11,8000.0
2116334260,PLUMP: Twiddle's double disc 4th Album,Music,359,42439.0,20000.0
1262483124,Cesar's Last Fast,Film & Video,266,22076.77,21000.0
456371038,Mars Needs Mechanics: Steam Engineers Bound for Space,Games,755,45340.65,30000.0
1542380431,CHROME KINGS PLAYING CARDS - DESIGNED IN 3D -LIMITED EDITION,Games,407,25551.0,6000.0
1183700574,HIMALAYAN HOODIE - WARM & Superlight - High Performing,Fashion,153,21706.0,20000.0
1135962375,"Focal Series -- High Performance, Long Lasting Bike Lights",Design,157,29067.0,15000.0
999796570,M A V A R I,Fashion,215,42647.0,30000.0
399184560,"CocoBurg: raw, vegan, gluten-free, soy-free coconut jerky",Food,515,13403.01,10000.0
1234748238,Kent Natural Foods Co-op Expansion Project,Food,145,10798.0,10000.0
1340367338,Cloak and Dagger Titanium Multi-Tools!,Design,559,25950.42,5000.0
1598997915,The Prospectives: A Narrative Podcast,Publishing,316,18225.0,15000.0
710057741,MKE Worship - Original Worship Record from Milwaukee,Music,158,34052.0,34000.0
150609953,Slovak Dances  -  Slovenské tance,Music,165,19012.0,200000.0
1515987940,La Biondo Farm Mobile Pizza Kitchen,Food,170,40000.0,38500.0
677387578,Brooklyn Vinyl Works: A Superior Record Pressing Plant,Music,270,51911.0,100000.0
1415764705,SMASH CUP: A reusable coffee cup that fits in your pocket,Design,4074,127412.01,10000.0
564909680,SMART LED LIGHT 4.0 - Create moods. Designed in Germany.,Technology,777,50089.5,33333.0
2070754258,Home Aquaponics Kit: Self-Cleaning Fish Tank That Grows Food,Food,4097,248873.01,100000.0
1146732599,Figment VR: Virtual Reality Phonecase,Design,895,118778.0,75000.0
2138578232,Airlines - Golden Age of Aviation,Games,433,30338.0,9000.0
37355839,The Lonely Italian: An Online Dating Documentary,Film & Video,260,35180.0,28500.0
671600795,Key Wrangler,Design,323,25024.0,10000.0
588184554,"The Millennial Instructor - Volume One ""Oh Bee Wise""",Publishing,343,13916.0,11800.0
1411365298,Studio Stick - Portable Recording Studio For Smartphones,Design,60,10870.0,50000.0
1556298526,King Island Christmas Performs at Edinburgh Festival Fringe!,Theater,144,11111.0,10001.0
1941453183,RESPONSIVE TEXTILES x New York Fashion Week,Fashion,47,11089.0,10000.0
1259476679,Sketch Aquarium at Explora,Art,84,10755.0,10000.0
2049857437,KiwiCard - World's Thinnest Tracker,Technology,520,20008.0,10000.0
1955898285,The Village - New Album by Yotam Silberstein,Music,273,16645.0,15000.0
2101372970,Professional MP3 Background Loops for Role-Playing Games,Games,1137,52800.0,1000.0
362952782,See No Evil: Chain Connected Enamel Pin,Fashion,449,23722.0,1000.0
2041170148,NEW Rose Cousins RECORD + short documentary film!,Music,451,25130.12,20000.0
2106400472,MEVICS: A Wearable Monitor of Your Posture and Activity,Technology,213,13784.0,35000.0
1783415289,Jadepunk: Tales From Kausao City Roleplaying Game,Games,526,13388.0,7500.0
912821614,Club Diamond - a new stagework by Saori Tsukada/Nikki Appino,Theater,88,13150.0,11900.0
988728659,Cure for Pain: The Mark Sandman Story,Film & Video,156,20212.09,15000.0
1073710598,"""Lightchasers"" - Daisy's Debut Full Length Album",Music,221,15600.5,15000.0
49801527,The Enigma Pocket Probe,Design,171,11266.0,2500.0
1361040267,The Dream: Hip-Hop Orchestra @ Carnegie Hall,Music,91,27550.0,27500.0
123084375,Ketofest 2017,Food,239,45856.0,40000.0
1024567422,A Natural History of the Fantastic,Publishing,199,12674.0,4000.0
1797329183,Help us build an awesome bar at New Bohemia Brewing Co,Food,344,36117.0,15000.0
609756365,Taimane's FIRST Self-Produced Album,Music,313,26279.0,15000.0
253848732,"""I'm From Driftwood"" 50-State Story Tour: Collecting and Sharing True LGBT Stories.",Film & Video,265,16786.0,15000.0
118649212,"HAVE GLOVE, WILL TRAVEL: The Bill ""Spaceman"" Lee Movie",Film & Video,203,44001.0,37000.0
850366402,NINJA HIGH SCHOOL Textbook vol.2,Comics,252,20260.0,3750.0
889083543,Pink & Blue,Film & Video,231,10021.45,8800.0
641069021,Melovino Meadery,Food,59,15000.4,15000.0
1940749829,Tarocco: A Soldier's Tale,Theater,94,10276.0,10000.0
1494113259,YRG-Pro: Professional Grade MIDI Guitar,Technology,117,89398.52,80000.0
1485113368,The Prime Book,Photography,152,42640.0,42000.0
147132083,50 STARS MAGAZINE,Publishing,64,46077.0,150000.0
1857449002,B-Squad - Volume Two,Comics,156,10677.0,10000.0
1961620962,13 & 15 sided dice ( D13 & D15 ) w/ DCC & other sets,Games,862,41995.0,5750.0
701109348,"c.f. watkins' Debut Album, I AM NEW!",Music,135,14360.0,14000.0
400820462,You and Chelsea Berry making a new album!,Music,184,20847.0,18000.0
2011798058,"""XMAS WITHOUT CHINA"" - Documentary",Film & Video,165,15635.0,15000.0
1262919259,Anubis Dark Desire Anthology,Comics,413,32413.0,18000.0
1099568598,"Trim- Fashion + Fit + Function for the modern, athletic man.",Fashion,266,35490.0,35000.0
1260278829,"La Casa del Ritmo, A Film About Los Amigos Invisibles",Film & Video,599,31500.0,30000.0
675287441,"""Willets Point"" Feature Film limited theatrical release",Film & Video,67,11095.0,11000.0
1958716387,"Jeff Hobbs' new album ""Upward""",Music,88,15105.0,15000.0
2030391901,Wilderness Brewing Co.,Food,372,41099.99,40000.0
701457942,"The Bolivian Case, a millennial film about drugs & justice.",Film & Video,34,11575.0,30000.0
925935166,Ether RPG - Where Worlds Collide,Games,195,14426.5,10000.0
242176110,iLoqk: iPad 2 case with detachable tripod mount,Design,53,10186.0,35000.0
1759303974,Empire Strikes Brass Kickstart It!,Music,110,15489.0,15000.0
601599119,Stadium Headphones - Experiencing Sound Like Never Before,Technology,206,112824.0,100000.0
201262400,ANTI-POACHING: Proven Strategies and Tactics,Film & Video,7,13570.0,279750.0
1286094715,C is for Cthulhu: The Lovecraft Alphabet Board Book,Publishing,1149,35568.25,8000.0
352504912,365 Days of Pikes Peak ~ The Journey,Photography,115,13915.01,40000.0
1250411420,Caribbean Blue Volume Three,Comics,358,19768.63,18000.0
514600142,"""Cowboy Song"" documentary film and outreach",Film & Video,91,10410.0,8800.0
1174901210,The Goat Show Documentary,Film & Video,171,12455.0,12000.0
547284779,The Metagame: The Games Deck w/ Shut Up & Sit Down!,Games,1399,68315.0,10000.0
684196556,American Bear: An Adventure in the Kindness of Strangers,Film & Video,174,10436.0,9000.0
1657714921,Cupid and The Atomic Bomb: Fall Tour,Music,57,11436.99,11000.0
1488576017,The WIE Network,Journalism,190,21875.0,20000.0
1729796642,ZeTime: World's first smartwatch with hands over touchscreen,Technology,26828,5333792.84,50000.0
1232814295,30 YEARS OF GARBAGE: The Garbage Pail Kids Story,Film & Video,346,49208.0,75000.0
1810492597,Renegade Stringband Hits the Road with a New Album!,Music,105,10520.0,10000.0
1813748142,Pop Culture Beast 2.0,Publishing,123,10050.0,8500.0
1431997063,But I love you. [A horrific take on dating sims],Games,1497,43682.66,8000.0
478046009,Das Horn: the Definitive Drinking Horn.,Design,1645,83743.01,50000.0
1726381784,Boundary Springs,Film & Video,387,28505.0,25000.0
1304460193,Encounters with the Imaginary Volume 2,Publishing,296,21095.0,8000.0
1307607545,Tradewars - Homeworld: Exterra Edition,Games,936,42542.89,16000.0
1807159253,Swoon's Musical Architecture for New Orleans,Art,357,23977.0,12000.0
1328150795,I'd Like to Be Alone Now,Film & Video,67,19186.0,13000.0
546023604,Cybrary: The World's First Free IT and Cyber Security MOOC,Technology,479,25803.0,25000.0
1111660307,Epic Metal Coins for Tabletop Gaming,Games,222,17238.0,3200.0
778717865,Space Dandy - Deck-Building Card Game,Games,512,35702.0,12000.0
1040690729,Support LRMC's Imaginations Unleashed Performance!,Music,64,16450.0,15500.0
2136694231,Time Travels Through Sound  (Sesle Zaman Yolculu?u),Music,101,20844.0,20000.0
1587861887,Darshan: Photographic Series on Indian Deities,Photography,405,26602.0,20000.0
77420631,The Dick Biondi Film,Film & Video,184,14367.0,30000.0
248130740,Oru Kayak Is Back For Good,Design,141,124689.0,50000.0
1379206384,"""100 (monologues)"" Project by Eric Bogosian",Film & Video,122,25531.0,25000.0
2100325770,qCharge: Most Advanced Portable Apple Watch Charger,Technology,847,44551.0,5000.0
1854711408,"Cabals: The Board Game, an Expandable Card Game (XCG)",Games,286,15110.99,25000.0
394314547,The Coloring Table,Design,205,20255.0,20000.0
548474609,The Travel Songs Project,Film & Video,85,10735.0,10000.0
1163340554,"The Lauren Mitchell Band's debut album, ""Please Come Home""",Music,89,10110.0,10000.0
1271628898,Anto (Antoinette Kristensen) +YOU = Album,Music,108,12915.0,12000.0
1614330424,All Things Must Pass: The Rise and Fall of Tower Records,Film & Video,1686,92025.46,50000.0
669248337,Ultimate Werewolf Deluxe Edition,Games,2350,137973.0,5000.0
623912677,Handcrafted Marshmallows by Fluff It!,Food,283,11922.0,5500.0
770759565,Bring Sugar Bakery to Angels Camp,Food,91,12063.0,12000.0
795055479,Conectaballs Wooden Puzzle Toy,Games,95,26580.0,25000.0
155232775,"Canopy New York - Sun Protective fashion, Made in America",Fashion,106,33820.0,25000.0
590095252,WaterStone Worship (Debut Album),Music,91,13530.0,12750.0
646839189,Autumn Rose Debut EP,Music,73,15703.0,14700.0
374446639,"Jiva Coffee Cubes, Lemonade Cubes, and Green Tea Cubes",Food,999,34376.0,15000.0
189251239,Colored Baggies for Boardgames,Games,518,15151.0,6000.0
270028192,Terraza Big Band Debut Album,Music,104,12549.0,12000.0
1850418478,On Cotton and Courage: A coming of age story.,Film & Video,85,19447.0,25000.0
1137928493,UNAUTHORIZED! The Story of the Fighting Sioux,Film & Video,290,51816.0,50000.0
374987226,About Face Virtual Reality Comfort and Hygiene System,Technology,694,31546.0,12000.0
2048775203,Oskar & Klaus: The Mission to Cataria,Publishing,625,30300.0,20000.0
716230322,"""OK.luv"" - The improvised internet musical dating show!",Theater,197,13515.0,13475.0
1462929311,To Change Everything,Publishing,428,22328.0,15000.0
896809000,36 Letters - Custom. Photo. Letter. Art.,Art,102,11590.5,10630.0
137271211,The Wristlet Watch: Timepiece with a History,Design,182,20834.0,15000.0
664919684,VC: The First Visual Search App in Fashion Shopping,Technology,47,10550.0,20000.0
1718686259,"Pang, The Wandering Shaolin Monk Vol. 2",Comics,420,27803.34,6000.0
332785517,3 Years Hollow is Going On Their First Ever Tour!,Music,156,14437.46,10000.0
452139764,Magic Cat Super Space Satin and Velvet Jacket,Fashion,189,18579.0,7500.0
1629077539,That Day - a short film,Film & Video,254,13814.0,12000.0
1218819890,Happiness University Online Classes,Film & Video,261,28350.0,15000.0
1029963069,Hobo Coins - Series II,Games,865,42286.0,8000.0
670536219,Boulder Creek Brewery and Cafe Rebuild (Canceled),Food,86,12397.0,200000.0
677836064,The Power of Glove: A Power Glove Documentary,Film & Video,294,18278.16,15000.0
1890977262,(Re)Build A Better Bait & Tackle,Food,227,30907.45,20000.0
1319124474,BasketWars: World at War for iOS,Games,28,10253.0,10000.0
459943590,Ctrl+Alt+Del 1.0: The Box Set,Comics,5553,665725.94,150000.0
1522404005,Smileys Project: Climbing North America's 50 Classic Climbs,Film & Video,151,13405.0,20000.0
1129633628,I.M.A.G.I.N.E. Peace Now! Anti-Violence Art Catalog,Art,316,55709.0,50000.0
1635288150,The Mammoths - First Studio EP,Music,152,14981.5,10000.0
496170544,Mott Haven Home Movies: South Bronx Cribs,Art,174,19023.0,18706.0
1405726890,All Square: Grilled Cheese with a Purpose,Food,585,60000.0,50000.0
1938468047,Sybarite5 on Tour!,Music,174,10470.0,9000.0
23012000,Ozzie and Harriet:  Reviving An American Treasure,Film & Video,261,32121.0,10000.0
135021080,3D Refiner by 3Dprintsexpress.com,Technology,155,32554.38,5000.0
1304416075,"Glenn Stewart CD-- Country that Kicks, Out Loud and Proud!",Music,60,11460.0,10000.0
1327709747,TTi-120 Titanium Fountain Pen,Design,83,24926.0,5000.0
1405919014,In The Morning a feature film by Nefertite Nguvu,Film & Video,256,27195.01,25000.0
59669561,PAPERBACK - A Feature Film,Film & Video,530,39246.4,39000.0
1134181518,Children of the Revolution Deluxe for Vampire 20th,Games,589,55394.51,50000.0
24200949,Tempus Spin Coin,Design,468,36264.0,2700.0
162237794,The Official Settlers of Catan Gaming Board,Games,5331,361030.01,25000.0
153502037,Sharktooth - 16-in-1 Tactical Utility Pendant,Technology,1047,33276.0,2500.0
1581197417,Save Point Tavern,Games,252,27911.0,25000.0
1251792974,"Fraemes: Personalizable, swappable, 3D-printed iPhone cases",Technology,139,16049.0,15000.0
1129427994,The Kickback: Debut Album 'Sorry All Over The Place',Music,257,19721.05,16000.0
1220867108,Fox and Bigfoot animated series,Film & Video,104,13600.0,12000.0
865818799,Nostalgia Two Worlds One Soul An adventure game WiiU/Vita/PC,Games,278,12289.0,15000.0
1925434251,The Leap,Film & Video,80,10662.0,10000.0
1108180054,Angela Soffe - A New Record,Music,129,14196.0,14000.0
10882206,Vända - playing cards redesigned,Design,742,27553.13,15000.0
1887103812,Golden Age Design Building Rehab Project,Design,260,19031.43,17000.0
1470197305,Ever So Android -- New Full Length Album,Music,177,12867.11,12500.0
1168480762,Trial of the Clone 2: Wrath of the Pacifist,Games,1301,47746.55,20000.0
1179912504,Sandy Petersen's Cthulhu Mythos for Pathfinder,Games,2328,203503.0,10000.0
1839472405,Hide: A Taxidermy Story,Film & Video,247,50197.0,50000.0
1328719198,Tainted Realm,Games,16,11530.0,900000.0
925144054,Atlantis: Geographica RPG supplement,Games,184,10857.0,5000.0
438147425,Big Games for Small Pockets: Dice Hate Me's 54-Card Rabbits,Games,1272,60526.52,20000.0
1305019092,Perdition's Mouth: Abyssal Rift - a Horror-Fantasy Co-op,Games,669,80341.0,75000.0
848343125,A Country Called Home,Film & Video,984,112080.0,75000.0
1226699354,2013 Steve Rude the Dude Sketchbook,Comics,278,15525.0,10000.0
351026690,Earth Dragons & Other Rare Creatures:  Playing Cards & Books,Games,250,14136.0,4200.0
718507569,MAXX BENCH: First Ever Gravity Release Bench Press,Design,306,59613.0,50000.0
82431509,CHRISTINI All Wheel Drive Fat Bikes & Antarctica Expedition,Technology,29,22574.0,40000.0
