id,member_id,annual_inc,home_ownership,purpose,loan_amnt,int_rate,term,grade
7638682,9320626,54000.0,MORTGAGE,debt_consolidation,14000.0,15.61, 60 months,C
39650028,42473774,126000.0,MORTGAGE,credit_card,9600.0,12.39, 36 months,C
1482669,1741208,36000.0,RENT,other,10000.0,17.77, 36 months,D
60862576,64904385,56175.96,RENT,debt_consolidation,23575.0,17.86, 60 months,D
37127467,39900216,14904.0,OWN,home_improvement,3250.0,15.59, 36 months,D
12705981,14718127,102000.0,MORTGAGE,home_improvement,12000.0,13.65, 36 months,C
44785257,47862976,60000.0,RENT,debt_consolidation,18000.0,10.99, 60 months,B
61501782,65620578,87000.0,MORTGAGE,debt_consolidation,15325.0,15.61, 60 months,D
502775,646761,78000.0,RENT,debt_consolidation,20000.0,13.85, 36 months,C
17523310,19645848,68000.0,RENT,debt_consolidation,25725.0,19.52, 60 months,E
68475082,73364865,55000.0,MORTGAGE,debt_consolidation,25300.0,11.99, 36 months,C
23835621,26208240,96000.0,MORTGAGE,debt_consolidation,24000.0,8.39, 36 months,A
65732734,70365478,225000.0,MORTGAGE,debt_consolidation,24000.0,13.67, 60 months,C
61852303,66045027,50000.0,RENT,medical,12000.0,15.61, 60 months,D
39740605,42564383,145000.0,MORTGAGE,home_improvement,20000.0,10.99, 36 months,B
21210260,23513113,45172.0,MORTGAGE,debt_consolidation,10000.0,16.99, 60 months,D
3096237,3768600,83000.0,MORTGAGE,debt_consolidation,20000.0,7.9, 36 months,A
29023805,31546999,130000.0,RENT,car,27000.0,15.61, 60 months,D
12276301,14268464,28234.0,RENT,debt_consolidation,7650.0,19.99, 36 months,E
24735199,27178176,140000.0,RENT,debt_consolidation,20000.0,10.15, 36 months,B
55556309,59158112,210000.0,OWN,credit_card,30000.0,7.89, 36 months,A
55210104,58780877,86275.0,MORTGAGE,debt_consolidation,24000.0,13.33, 60 months,C
4280355,5462959,79000.0,RENT,debt_consolidation,12000.0,15.31, 36 months,C
23834031,26206889,65000.0,MORTGAGE,debt_consolidation,5600.0,11.67, 36 months,B
11676340,13648493,75000.0,MORTGAGE,major_purchase,25000.0,19.47, 60 months,D
27611946,30115082,85000.0,MORTGAGE,debt_consolidation,14225.0,16.99, 36 months,D
67948537,72807267,50000.0,MORTGAGE,credit_card,8400.0,6.89, 36 months,A
56041452,59703265,108000.0,RENT,debt_consolidation,30000.0,13.99, 60 months,C
12508882,14521010,51000.0,RENT,debt_consolidation,18350.0,20.49, 36 months,E
24825700,27258606,82000.0,OWN,credit_card,3000.0,8.39, 36 months,A
65843974,70538686,20000.0,OWN,debt_consolidation,4200.0,13.18, 36 months,C
61373180,65492020,55000.0,MORTGAGE,debt_consolidation,6400.0,10.99, 36 months,B
32459131,35082374,130000.0,MORTGAGE,credit_card,30000.0,11.67, 60 months,B
54384092,57964823,50449.0,MORTGAGE,other,10000.0,7.89, 36 months,A
20198084,22460879,46000.0,RENT,other,10800.0,14.49, 60 months,C
61923130,66115863,38750.0,RENT,debt_consolidation,5600.0,16.99, 36 months,D
1443223,1695573,115000.0,RENT,debt_consolidation,35000.0,13.11, 36 months,B
39700709,42524474,85000.0,RENT,debt_consolidation,19650.0,16.49, 36 months,D
23995688,26368298,80000.0,MORTGAGE,credit_card,25000.0,8.39, 36 months,A
1523276,1787339,40000.0,MORTGAGE,debt_consolidation,5000.0,7.9, 36 months,A
57324511,61027235,60000.0,MORTGAGE,credit_card,11000.0,5.32, 36 months,A
6739532,8341833,28721.4,OWN,debt_consolidation,10000.0,10.64, 36 months,B
59809461,63753179,80000.0,MORTGAGE,debt_consolidation,24000.0,8.18, 36 months,B
3933043,5157112,70000.0,RENT,wedding,14500.0,18.49, 36 months,D
61388557,65507278,40000.0,MORTGAGE,debt_consolidation,12000.0,12.69, 36 months,C
38465708,41259498,60000.0,RENT,debt_consolidation,12000.0,10.49, 36 months,B
40736599,43612332,45000.0,RENT,debt_consolidation,5775.0,15.61, 36 months,D
29704668,32237864,124000.0,RENT,debt_consolidation,25000.0,7.69, 60 months,A
65876794,70571592,65000.0,MORTGAGE,home_improvement,11200.0,13.67, 60 months,C
62714699,67029417,100000.0,MORTGAGE,credit_card,16800.0,8.18, 36 months,B
50456694,53836467,18000.0,RENT,debt_consolidation,7000.0,11.53, 36 months,B
30145982,32689199,27673.08,RENT,debt_consolidation,12000.0,22.15, 60 months,E
49954749,53323532,109000.0,MORTGAGE,debt_consolidation,15000.0,11.53, 36 months,B
45182299,48260019,43000.0,OWN,debt_consolidation,17000.0,10.99, 36 months,B
28472556,30995683,57600.0,RENT,debt_consolidation,6000.0,7.12, 36 months,A
37660217,40422943,45000.0,MORTGAGE,debt_consolidation,8000.0,12.39, 36 months,C
55556041,59157836,50000.0,RENT,debt_consolidation,3600.0,13.33, 36 months,C
52249189,55708903,33000.0,RENT,debt_consolidation,11875.0,19.99, 60 months,E
48976817,52265550,134000.0,MORTGAGE,debt_consolidation,8000.0,7.89, 36 months,A
1255372,1497817,93500.0,MORTGAGE,credit_card,15000.0,13.11, 36 months,B
55159157,58729901,42000.0,RENT,debt_consolidation,18475.0,15.61, 36 months,D
10091433,11942743,35000.0,MORTGAGE,credit_card,9250.0,13.98, 36 months,C
3370554,4223488,25000.0,RENT,credit_card,5500.0,14.33, 36 months,C
60851685,64893446,78000.0,MORTGAGE,credit_card,9000.0,7.89, 36 months,A
15650590,17743001,100000.0,MORTGAGE,debt_consolidation,28000.0,13.98, 60 months,C
42101328,45058045,52800.0,RENT,debt_consolidation,12000.0,13.33, 36 months,C
20178289,22441054,115000.0,MORTGAGE,debt_consolidation,12000.0,10.15, 36 months,B
14258184,16310570,60000.0,MORTGAGE,credit_card,25000.0,15.31, 60 months,C
1431742,1683072,108000.0,MORTGAGE,debt_consolidation,16000.0,7.62, 36 months,A
12305086,14297236,48000.0,MORTGAGE,credit_card,12000.0,19.47, 60 months,D
1194594,1435402,85000.0,RENT,debt_consolidation,25000.0,10.74, 36 months,B
5773282,7205058,75000.0,MORTGAGE,debt_consolidation,22400.0,8.9, 60 months,A
55098330,58669052,102000.0,MORTGAGE,debt_consolidation,24000.0,19.19, 60 months,E
3365471,4217779,120000.0,MORTGAGE,other,7000.0,18.49, 36 months,D
1685700,1967915,85000.0,MORTGAGE,debt_consolidation,14000.0,11.14, 36 months,B
67458716,72270508,52000.0,OWN,debt_consolidation,5000.0,7.89, 36 months,A
57324181,61026897,60000.0,OWN,other,3200.0,12.29, 36 months,C
59311325,63199105,163000.0,MORTGAGE,debt_consolidation,24000.0,10.99, 36 months,B
24816392,27249171,70000.0,OWN,debt_consolidation,12000.0,10.99, 36 months,B
12606433,14618595,100000.0,MORTGAGE,credit_card,6000.0,7.9, 36 months,A
3445583,4309165,90000.0,MORTGAGE,credit_card,19000.0,12.12, 60 months,B
46576990,49714730,74000.0,MORTGAGE,credit_card,21600.0,6.92, 36 months,A
52006843,55436568,31200.0,OWN,debt_consolidation,12775.0,16.99, 60 months,D
13078550,15180688,23483.0,RENT,debt_consolidation,7000.0,20.49, 36 months,E
1375458,1619995,73000.0,OWN,home_improvement,14825.0,17.27, 36 months,D
51636354,55056077,55000.0,RENT,other,17700.0,19.99, 60 months,E
22294764,24617396,125000.0,MORTGAGE,debt_consolidation,15000.0,13.35, 60 months,C
66340249,71064962,51000.0,RENT,debt_consolidation,7000.0,9.76, 36 months,B
19676896,21899633,55000.0,RENT,credit_card,20150.0,12.99, 36 months,C
15750298,17842730,55000.0,MORTGAGE,home_improvement,10000.0,7.62, 36 months,A
46695152,49842971,54000.0,RENT,debt_consolidation,19375.0,21.67, 60 months,E
39867953,42712699,52000.0,MORTGAGE,debt_consolidation,8000.0,6.99, 36 months,A
10122618,11973910,109000.0,RENT,other,3500.0,15.61, 36 months,C
875769,1090283,80004.0,MORTGAGE,other,3600.0,7.49, 36 months,A
10097879,11949626,62000.0,RENT,debt_consolidation,5500.0,16.99, 36 months,D
12606140,14618297,45000.0,RENT,small_business,6850.0,14.64, 36 months,C
65697621,70330450,40000.0,OWN,major_purchase,8000.0,13.18, 36 months,C
1421515,1672185,111000.0,MORTGAGE,home_improvement,18000.0,18.49, 60 months,D
50427578,53807367,15000.0,RENT,debt_consolidation,3000.0,6.89, 36 months,A
9765643,11617683,57669.0,RENT,credit_card,7250.0,9.67, 36 months,B
13035872,15068061,70000.0,RENT,debt_consolidation,10850.0,18.25, 36 months,D
58111043,61914784,86340.0,MORTGAGE,credit_card,23400.0,13.33, 60 months,C
54728357,58299081,38000.0,MORTGAGE,credit_card,6000.0,7.26, 36 months,A
61712668,65882393,48000.0,MORTGAGE,credit_card,14900.0,13.99, 60 months,C
62714551,67029268,38000.0,MORTGAGE,credit_card,6000.0,6.24, 36 months,A
39479481,42283200,55000.0,OWN,debt_consolidation,18000.0,8.67, 60 months,B
64109547,68540336,120000.0,MORTGAGE,credit_card,35000.0,12.05, 60 months,C
43976724,46993492,60000.0,MORTGAGE,debt_consolidation,24000.0,18.25, 60 months,E
40583806,43448658,100000.0,MORTGAGE,debt_consolidation,6000.0,8.67, 36 months,B
13747408,15799748,105000.0,MORTGAGE,car,7000.0,16.59, 36 months,D
12917284,14949482,100000.0,RENT,debt_consolidation,21000.0,12.49, 36 months,B
47340254,50568973,62000.0,RENT,debt_consolidation,22750.0,16.99, 60 months,D
427356,504901,50000.0,RENT,debt_consolidation,10000.0,9.63, 36 months,A
14469211,16531532,36000.0,MORTGAGE,debt_consolidation,12950.0,24.08, 60 months,F
601103,771377,74560.0,MORTGAGE,debt_consolidation,12000.0,6.17, 60 months,A
7956222,9678286,112184.0,RENT,debt_consolidation,30000.0,12.39, 60 months,C
14588335,16650700,40000.0,MORTGAGE,car,2500.0,14.64, 36 months,C
736123,932954,79200.0,RENT,debt_consolidation,10000.0,7.66, 36 months,A
56142118,59803963,98798.0,MORTGAGE,debt_consolidation,24000.0,16.99, 60 months,D
3605643,4537853,140000.0,MORTGAGE,car,12500.0,6.62, 36 months,A
1391578,1638435,77000.0,RENT,major_purchase,12000.0,15.31, 36 months,C
19205298,21408054,35000.0,RENT,credit_card,10000.0,20.2, 60 months,E
41276837,44183574,83500.0,RENT,debt_consolidation,15000.0,13.33, 60 months,C
66475012,71200838,120000.0,MORTGAGE,debt_consolidation,15000.0,8.38, 36 months,B
17693163,19825710,23000.0,RENT,debt_consolidation,6850.0,14.49, 36 months,C
62305278,66501994,50000.0,MORTGAGE,debt_consolidation,12000.0,6.24, 36 months,A
46765664,49913485,65000.0,MORTGAGE,debt_consolidation,10000.0,9.17, 36 months,B
1420976,1671400,32000.0,MORTGAGE,credit_card,8125.0,11.14, 36 months,B
21120464,23403178,121562.0,MORTGAGE,debt_consolidation,6000.0,9.17, 36 months,B
6570234,8122250,80000.0,MORTGAGE,debt_consolidation,21850.0,9.71, 60 months,B
18535451,20698122,210000.0,MORTGAGE,credit_card,35000.0,13.98, 60 months,C
36980321,39713059,90000.0,OWN,credit_card,13800.0,12.99, 60 months,C
16242108,18344535,92000.0,MORTGAGE,debt_consolidation,17000.0,6.03, 36 months,A
6699724,8301977,37000.0,OWN,debt_consolidation,10850.0,12.35, 36 months,B
55091724,58662535,230000.0,MORTGAGE,debt_consolidation,35000.0,16.99, 60 months,D
40258453,43123209,38480.0,OWN,debt_consolidation,16575.0,13.66, 36 months,C
65150657,69677415,90000.0,MORTGAGE,debt_consolidation,15450.0,16.55, 36 months,D
7095623,8757764,133000.0,RENT,debt_consolidation,9600.0,10.64, 36 months,B
1071408,1306562,40000.0,OWN,debt_consolidation,16000.0,14.27, 36 months,C
1157648,1398281,65000.0,RENT,debt_consolidation,8000.0,7.62, 36 months,A
16131701,18234167,178000.0,RENT,credit_card,9800.0,11.67, 36 months,B
47078449,50287175,38232.0,MORTGAGE,credit_card,16750.0,13.99, 36 months,C
1623177,1895203,18000.0,MORTGAGE,debt_consolidation,5375.0,11.14, 36 months,B
47593706,50812490,80000.0,RENT,debt_consolidation,12000.0,7.89, 36 months,A
2090289,2422846,90000.0,RENT,debt_consolidation,12000.0,10.16, 36 months,B
35703684,38399141,22500.0,RENT,credit_card,6500.0,6.49, 36 months,A
51888113,55317877,65000.0,RENT,debt_consolidation,15000.0,12.69, 60 months,C
8136205,9878271,54000.0,RENT,debt_consolidation,14825.0,6.97, 36 months,A
65595821,70228645,95000.0,MORTGAGE,debt_consolidation,15000.0,11.49, 36 months,B
9494634,11326799,200000.0,MORTGAGE,credit_card,21000.0,8.9, 36 months,A
1395617,1642577,70000.0,MORTGAGE,home_improvement,9300.0,6.03, 36 months,A
63509104,67851945,59000.0,MORTGAGE,credit_card,11000.0,6.24, 36 months,A
48627301,51876109,70000.0,MORTGAGE,debt_consolidation,20000.0,12.69, 60 months,C
46488046,49625831,28000.0,RENT,debt_consolidation,9975.0,17.57, 36 months,D
41052755,43928645,119000.0,MORTGAGE,debt_consolidation,20000.0,9.99, 36 months,B
1485386,1744337,170000.0,RENT,other,35000.0,21.98, 36 months,E
51881215,55311066,50000.0,RENT,other,3200.0,13.33, 36 months,C
14589219,12029074,72000.0,OWN,debt_consolidation,6000.0,13.65, 36 months,C
14460186,16522465,90000.0,RENT,debt_consolidation,10000.0,12.49, 36 months,B
47420610,50649331,58000.0,MORTGAGE,debt_consolidation,23200.0,17.86, 36 months,D
50606551,53986318,52000.0,RENT,debt_consolidation,22000.0,14.65, 60 months,C
1388365,1634331,49000.0,RENT,debt_consolidation,7000.0,12.12, 36 months,B
15470042,17542473,46574.0,RENT,credit_card,6850.0,12.49, 36 months,B
37730212,40492927,97000.0,OWN,credit_card,24000.0,14.31, 60 months,C
31979361,34592627,62000.0,RENT,debt_consolidation,20000.0,15.59, 60 months,D
26200391,28673077,78000.0,RENT,debt_consolidation,15000.0,10.99, 36 months,B
24686305,27129138,45000.0,MORTGAGE,credit_card,15850.0,18.24, 60 months,D
65772747,70405494,64000.0,MORTGAGE,debt_consolidation,24000.0,6.89, 36 months,A
55503260,59105025,46000.0,OWN,debt_consolidation,15000.0,12.29, 36 months,C
39806124,42649873,21000.0,RENT,credit_card,7200.0,12.39, 36 months,C
30746171,33299397,65000.0,OWN,debt_consolidation,6000.0,12.49, 36 months,B
63244890,67596623,53000.0,MORTGAGE,debt_consolidation,12000.0,13.33, 36 months,C
64350362,68820078,130000.0,RENT,debt_consolidation,24000.0,9.99, 36 months,B
45202164,48279880,120000.0,MORTGAGE,debt_consolidation,12000.0,6.92, 36 months,A
8385315,10127423,145000.0,MORTGAGE,debt_consolidation,15000.0,9.99, 36 months,B
1550676,1816791,52000.0,MORTGAGE,debt_consolidation,20300.0,19.72, 60 months,D
36940241,39692966,16000.0,RENT,debt_consolidation,4500.0,14.31, 36 months,C
34643637,37326959,75000.0,MORTGAGE,debt_consolidation,25000.0,15.99, 36 months,D
49913485,53282206,52000.0,RENT,debt_consolidation,12750.0,11.53, 36 months,B
58290174,62108887,92172.0,RENT,other,10000.0,13.99, 36 months,C
56068091,59729821,108000.0,MORTGAGE,credit_card,12000.0,5.32, 36 months,A
43803021,46819868,58000.0,OWN,debt_consolidation,12000.0,12.29, 36 months,C
65422147,70008859,45000.0,RENT,debt_consolidation,11825.0,18.2, 60 months,E
58842127,62704840,57000.0,MORTGAGE,debt_consolidation,18000.0,13.99, 60 months,C
19716783,21939526,75000.0,MORTGAGE,debt_consolidation,9600.0,12.49, 36 months,B
24676213,27109052,105000.0,MORTGAGE,debt_consolidation,20000.0,18.99, 60 months,E
6806193,8428303,62300.0,RENT,debt_consolidation,6400.0,9.71, 36 months,B
61862567,66055297,120000.0,OWN,debt_consolidation,24000.0,16.55, 36 months,D
11665329,13637478,58000.0,RENT,small_business,10675.0,14.98, 36 months,C
63329212,67671044,45000.0,MORTGAGE,debt_consolidation,12000.0,9.99, 60 months,B
55191513,58762337,150000.0,RENT,debt_consolidation,15000.0,7.89, 36 months,A
40440788,43305514,54000.0,MORTGAGE,credit_card,15000.0,14.31, 36 months,C
56864135,60576847,126000.0,MORTGAGE,debt_consolidation,16000.0,8.18, 36 months,B
1204389,1445108,80000.0,RENT,debt_consolidation,14400.0,9.76, 36 months,B
65434579,70021360,46000.0,RENT,debt_consolidation,11000.0,8.18, 36 months,B
63425090,67767822,62171.0,RENT,credit_card,10000.0,6.89, 36 months,A
673667,861058,135000.0,MORTGAGE,credit_card,35000.0,16.02, 60 months,D
876991,1091658,60000.0,RENT,credit_card,3600.0,15.27, 36 months,C
1559075,1826167,55700.0,MORTGAGE,debt_consolidation,6000.0,17.77, 36 months,D
7388182,9050197,50828.0,MORTGAGE,debt_consolidation,18075.0,14.3, 60 months,C
51006160,54395899,60000.0,RENT,debt_consolidation,7000.0,13.99, 36 months,C
2310694,2743281,56000.0,MORTGAGE,debt_consolidation,8400.0,13.11, 36 months,B
65854867,70549579,40620.0,RENT,debt_consolidation,5000.0,9.17, 36 months,B
1298784,1543418,60000.0,MORTGAGE,debt_consolidation,23675.0,14.33, 36 months,C
5630286,7012756,100000.0,RENT,debt_consolidation,17600.0,11.14, 36 months,B
58713054,62553793,75000.0,OWN,debt_consolidation,24000.0,17.57, 36 months,D
7637463,9319483,67000.0,RENT,debt_consolidation,16000.0,15.61, 36 months,C
62226808,66423569,45000.0,RENT,other,13000.0,17.86, 60 months,D
6805416,8427558,52000.0,RENT,debt_consolidation,15000.0,12.35, 60 months,B
46655028,49802891,30000.0,RENT,debt_consolidation,12000.0,12.69, 60 months,C
31437800,34031011,47000.0,RENT,debt_consolidation,8000.0,14.99, 36 months,C
60973011,65014795,57000.0,RENT,debt_consolidation,24000.0,15.61, 60 months,D
56088531,59750289,38000.0,RENT,debt_consolidation,7500.0,12.29, 36 months,C
55502265,59104013,41000.0,RENT,debt_consolidation,7000.0,12.69, 36 months,C
6709343,8311687,40000.0,MORTGAGE,credit_card,6300.0,18.25, 36 months,D
42464524,45431302,50000.0,OWN,debt_consolidation,13000.0,13.33, 36 months,C
802435,975174,159960.0,MORTGAGE,debt_consolidation,18325.0,7.49, 36 months,A
34392842,37056170,49900.0,RENT,debt_consolidation,12000.0,19.99, 60 months,E
6925650,8567726,91000.0,MORTGAGE,debt_consolidation,6000.0,16.78, 36 months,C
68423812,73313555,145000.0,MORTGAGE,debt_consolidation,19375.0,23.13, 60 months,F
40951873,43827705,55000.0,RENT,debt_consolidation,20000.0,9.99, 36 months,B
1172473,1413646,62250.0,MORTGAGE,debt_consolidation,8875.0,7.62, 36 months,A
4294676,5466842,52900.0,MORTGAGE,debt_consolidation,22500.0,22.47, 60 months,E
51396548,54816276,53045.0,RENT,credit_card,4500.0,13.33, 36 months,C
43956397,46973162,72000.0,MORTGAGE,debt_consolidation,35000.0,22.99, 60 months,F
20028677,22291299,100000.0,RENT,debt_consolidation,25000.0,18.24, 60 months,D
52128220,55587934,70000.0,MORTGAGE,debt_consolidation,20000.0,13.99, 36 months,C
514837,665502,53000.0,MORTGAGE,home_improvement,2800.0,13.85, 36 months,C
60943771,64985608,220000.0,MORTGAGE,home_improvement,25000.0,7.89, 36 months,A
13777496,15839834,190000.0,OWN,debt_consolidation,33000.0,7.9, 36 months,A
50580090,53960001,43000.0,RENT,debt_consolidation,18900.0,18.55, 60 months,E
5606050,6988278,60000.0,MORTGAGE,home_improvement,8000.0,17.77, 36 months,D
12395582,6049447,43680.0,RENT,debt_consolidation,6400.0,14.16, 36 months,C
46632509,49780328,100000.0,RENT,credit_card,30000.0,12.69, 60 months,C
1677106,1959411,73500.0,RENT,home_improvement,25000.0,21.49, 60 months,E
57065146,60777878,50000.0,MORTGAGE,home_improvement,7500.0,12.69, 36 months,C
13967578,16019926,150000.0,MORTGAGE,debt_consolidation,20000.0,17.57, 60 months,D
55797721,59439446,68000.0,RENT,debt_consolidation,15250.0,19.99, 36 months,E
38646351,41430174,60000.0,RENT,credit_card,10000.0,9.49, 36 months,B
66581577,71307327,150000.0,MORTGAGE,debt_consolidation,28000.0,15.41, 60 months,D
42191163,45147876,40000.0,RENT,other,10250.0,9.99, 36 months,B
68028487,72887204,32000.0,RENT,car,3000.0,11.22, 36 months,B
2299249,2731732,125000.0,MORTGAGE,small_business,11625.0,16.29, 36 months,C
17192564,19315115,135000.0,MORTGAGE,home_improvement,35000.0,20.99, 36 months,E
40981286,43857098,45000.0,MORTGAGE,debt_consolidation,15000.0,11.53, 36 months,B
65714599,70347387,49000.0,MORTGAGE,debt_consolidation,21550.0,18.99, 60 months,E
65693259,70326001,56965.0,MORTGAGE,debt_consolidation,10000.0,7.89, 36 months,A
63456516,67799284,97000.0,MORTGAGE,debt_consolidation,18000.0,12.29, 60 months,C
67745615,72600337,43000.0,RENT,debt_consolidation,12000.0,16.55, 60 months,D
3922180,5016188,57000.0,RENT,debt_consolidation,12000.0,14.09, 36 months,B
67998385,72857103,68000.0,RENT,debt_consolidation,9600.0,10.64, 36 months,B
1012895,1240061,24000.0,RENT,credit_card,10625.0,6.03, 36 months,A
13427941,15480248,63000.0,MORTGAGE,other,9975.0,15.61, 36 months,C
65753441,70386222,54000.0,OWN,debt_consolidation,14000.0,10.99, 36 months,B
59522922,63456698,54900.0,MORTGAGE,debt_consolidation,25000.0,19.99, 60 months,E
55565256,59167019,67500.0,MORTGAGE,debt_consolidation,12550.0,17.86, 36 months,D
60753310,64795121,80000.0,MORTGAGE,credit_card,30000.0,7.26, 36 months,A
1005977,1232359,110000.0,OWN,other,35000.0,12.69, 60 months,B
32129423,34732699,60000.0,OWN,credit_card,5000.0,7.69, 36 months,A
33501649,36144930,44000.0,RENT,credit_card,21075.0,15.99, 36 months,D
1281344,1524715,50000.0,MORTGAGE,home_improvement,12875.0,9.76, 36 months,B
38427703,41211558,56400.0,OWN,debt_consolidation,24700.0,17.14, 60 months,D
3095177,3767397,55000.0,MORTGAGE,debt_consolidation,24250.0,16.29, 60 months,C
465398,583899,80400.0,RENT,other,3000.0,11.83, 36 months,B
488128,622394,70000.0,MORTGAGE,debt_consolidation,14000.0,10.25, 36 months,B
37670957,40433817,95000.0,MORTGAGE,debt_consolidation,28000.0,8.67, 60 months,B
41299215,44205996,67651.0,RENT,debt_consolidation,10500.0,13.33, 60 months,C
1152385,1393081,41000.0,MORTGAGE,credit_card,20000.0,12.12, 36 months,B
59109967,62997711,90000.0,RENT,debt_consolidation,21825.0,18.25, 60 months,E
40684573,43550303,47000.0,OWN,debt_consolidation,11000.0,10.99, 36 months,B
42924701,45921434,26000.0,RENT,credit_card,9825.0,15.61, 36 months,D
59522474,63456243,53622.0,RENT,credit_card,10800.0,7.26, 36 months,A
1550470,1816585,30000.0,RENT,debt_consolidation,8000.0,12.12, 36 months,B
61428430,65547146,70000.0,MORTGAGE,credit_card,29300.0,16.55, 60 months,D
19116382,21319096,40000.0,MORTGAGE,vacation,5000.0,14.49, 36 months,C
55737274,59388991,56000.0,MORTGAGE,debt_consolidation,15000.0,14.65, 60 months,C
28714495,31247711,92000.0,MORTGAGE,debt_consolidation,22000.0,7.12, 36 months,A
7447297,9109353,38000.0,OWN,debt_consolidation,16625.0,17.76, 60 months,D
50455981,53835726,90000.0,MORTGAGE,debt_consolidation,14000.0,10.99, 36 months,B
38579647,41363593,100000.0,MORTGAGE,debt_consolidation,11200.0,14.99, 36 months,C
67998888,72857618,46000.0,OWN,debt_consolidation,15000.0,11.99, 60 months,C
